413,46364
413,3821
413,94018
413,74190
413,4345
413,15038
413,34005
413,16193
413,68323
413,82714
413,29806
413,78445
451,9017
451,7623
508,102068
781,46364
1323,91351
1323,63688
1323,73537
2075,80000
2740,58327
3583,34365
3583,33755
3583,26562
4345,15038
4345,46364
5352,30129
5449,11388
6544,49458
6544,96075
6544,97918
7529,58750
7623,61540
7623,75834
7623,10582
7623,58327
7623,9017
7623,88886
7623,53266
7623,102677
7623,20788
7623,72732
7623,67674
7623,36824
7623,48524
7623,85466
7715,35810
7848,18866
7872,18866
7872,62897
7872,78516
7872,12834
7872,9771
7872,97493
7872,53266
7872,52773
7872,91351
8001,74190
8001,64420
8001,70717
8001,36824
8001,72732
8001,35418
8001,15038
8001,10582
8295,49458
8295,72379
9017,58327
9017,70717
9017,96176
9017,68101
9017,74190
9017,88886
9017,16360
9017,102677
9017,18381
9017,85466
9017,61540
9017,37277
9017,16792
9457,71728
9548,46364
9771,34193
9771,51236
9771,52773
9771,33366
9771,70291
9771,30395
9771,97493
9771,44231
9771,21637
9771,78972
9771,16193
9771,18866
9771,10582
9771,84869
9872,33755
9914,20062
10232,47112
10511,90659
10582,70291
10582,52773
10582,99432
10582,20443
10582,78516
10582,36824
10582,35769
10582,33366
10582,67674
10582,26478
10582,74190
10582,93717
10582,16193
10582,63688
10611,85466
11107,29806
11107,58327
11303,17469
11737,49458
11737,28481
12038,63973
12038,47112
12038,98687
12038,101287
12038,73537
12038,33755
12208,16193
12451,96809
12834,85466
12834,97493
12895,101403
12895,68130
12895,47112
12895,33755
12895,47929
13028,66326
13028,63688
13028,100078
13028,101403
13028,79038
13620,49650
13751,66758
13751,81962
13751,80238
13751,98994
13925,85292
13925,69096
14984,98687
14984,30250
15038,46364
15038,68323
15038,61440
15038,96624
15038,36824
15038,64420
15038,72732
15038,74190
15038,16193
15161,47929
15161,53266
15161,70717
15714,20676
15959,70717
16013,51233
16013,94018
16013,82714
16013,71302
16193,32869
16193,67674
16193,29806
16193,64420
16193,74190
16193,46364
16193,55104
16360,70717
16507,98294
17309,83079
17469,56382
17469,91157
17469,90659
17469,97918
18387,74895
18480,46364
18866,53266
18866,75159
18866,99432
18866,78972
18866,97493
18866,74190
18866,62897
18866,33145
18866,85466
18866,71373
18866,100078
18866,71302
18956,83312
19000,83312
19152,81962
19152,56568
19152,85466
19152,53266
19152,70291
19152,94427
19152,35418
19152,51236
19215,53266
19439,66239
19818,50546
19818,33755
20163,63688
20163,82602
20163,85466
20443,67674
20443,78268
20443,94018
20443,52773
20443,47929
20443,68874
20443,35226
20443,62897
20443,85466
20676,90659
20676,63688
20676,33755
20676,101403
20788,61540
20788,88886
21090,69096
21637,29806
22862,47929
22982,63688
22982,91351
23895,52380
24207,44468
24949,66326
26478,78268
26478,38030
26562,33755
27706,94018
27838,103453
28633,50546
28633,33755
29806,46364
29806,30312
29806,67674
29806,58327
29806,34005
29806,68323
30129,94018
30250,49458
30250,101403
30250,100800
30250,66679
30250,48670
30250,32305
30250,50546
30250,47929
30250,33755
30312,36824
30524,55032
31776,73537
31818,79445
31818,46364
31818,70717
32305,53266
32716,91351
33145,47929
33145,100078
33145,61933
33145,61876
33145,53266
33366,72732
33366,84087
33366,79724
33366,42121
33366,91157
33366,68874
33366,89566
33366,47727
33366,62897
33366,47929
33366,70291
33366,85466
33366,67674
33381,68323
33381,51233
33755,46936
33755,36382
33755,50546
33755,35854
33755,47929
33755,101403
33755,90659
33755,102009
33755,73568
33755,68344
33755,50356
33755,100548
33755,68130
33755,91157
33755,73537
33755,81869
33755,51236
33755,63973
33755,47112
33755,35418
33755,77777
34005,94018
34132,81962
34193,42842
34193,97493
34193,86156
34360,100078
35226,85466
35418,50546
35418,47112
35418,37206
35418,52431
35418,100078
35418,83312
35418,53266
35418,47929
35418,101403
35418,91157
35810,41262
36041,85466
36382,47194
36382,91579
36824,79445
36824,67674
36824,53266
36824,38030
36959,81962
37165,81962
37176,92294
37176,47194
37277,96624
37358,68130
37358,47929
38030,80000
38030,52773
38298,82714
38702,47112
38893,47112
41262,51569
42121,43038
42740,100078
42842,94018
43038,81962
43038,91579
43038,53266
44326,70717
44550,73537
44550,63688
44622,46364
46191,53266
46204,99432
46364,82714
46364,49456
46552,85466
47112,54719
47112,90659
47112,77777
47112,85466
47112,68874
47112,73537
47112,72387
47112,47929
47112,63973
47112,91157
47112,58648
47727,72732
47929,100053
47929,91157
47929,68344
47929,80238
47929,90659
47929,100078
47929,73568
47929,63973
47929,89566
47929,100548
47929,73537
47929,50356
47929,52380
47929,54719
47929,102558
47929,79886
48670,95404
48991,82714
49458,74623
49458,87444
49458,96075
49616,53266
49869,96075
50435,53266
50439,83312
50458,60182
50546,96075
50546,100548
50546,101403
51236,91351
51236,70559
51236,83312
51236,52431
51236,78972
51236,52773
51236,56568
51236,78516
52431,53266
52431,101403
52494,99903
52773,99432
52773,58327
53266,85466
53266,74190
53266,91157
53266,82602
53266,83312
53266,81962
53266,56568
53266,62897
53266,72732
54719,68874
54719,89492
54719,63973
55063,73537
55235,97493
56568,83312
56568,81962
56951,86231
56951,82714
57354,72086
58327,78268
58327,68323
58327,70717
58327,87448
59636,91157
61054,91351
61540,88886
61924,93765
61933,100078
62472,91351
62897,78516
62897,71373
62897,85466
62897,97493
62897,99432
63688,87444
63688,96176
63688,91351
63688,79038
63688,70291
63688,77806
63800,96624
63973,98687
63973,90659
63973,101403
63989,73959
64420,96624
64420,67674
66326,73537
66463,101356
66463,78029
66758,67612
66758,86156
66758,83312
66758,94018
66758,96075
67674,81962
68323,94018
68323,70717
68323,74190
68323,86370
68861,70717
68874,90659
68874,91351
70291,85466
70717,74190
71302,97493
73056,100976
73281,85466
73537,98667
73568,90659
73568,100548
74190,88886
74190,87233
74398,91157
75834,81962
78268,101403
78299,98687
78516,100078
79038,97493
79038,94018
80238,91157
81962,98243
81962,94018
81962,82714
81962,101403
81962,86231
82246,93602
82714,86231
83312,96075
84847,94018
85466,91157
85466,96176
86156,97493
86370,94018
86370,91157
86370,100078
87444,96075
89566,91157
90296,94018
90659,96176
90659,98667
90659,100548
91157,96809
91157,91351
91157,100548
91157,94018
91157,100078
91351,99432
94018,97493
96075,101403
98294,98623
101356,103453
